"mp.title","mp.author","mp.journal_conference","mp.volume","mp.number","mp.year","mp.pages","mp.publisher","mp.school","mp.organization","cp.title","cp.author","cp.journal_conference","cp.volume","cp.number","cp.pages","cp.year","cp.publisher","cp.organization","dependent"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Cities, traffic, and CO2: A multidecadal assessment of trends, drivers, and scaling relationships","CK Gately, LR Hutyra, IS Wing","Proceedings of the National Academy of Sciences","112","16","4999--5004","2015","National Acad Sciences",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Greenhouse gas network design using backward Lagrangian particle dispersion modelling--Part 2: Sensitivity analyses and South African test case","A Nickless, T Ziehn, PJ Rayner, RJ Scholes, F Engelbrecht","Atmospheric Chemistry and Physics","15","4","2051--2069","2015","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"High-resolution atmospheric inversion of urban CO2 emissions during the dormant season of the Indianapolis Flux Experiment (INFLUX)","T Lauvaux, NL Miles, A Deng, SJ Richardson, MO Cambaliza, KJ Davis, B Gaudet, KR Gurney, J Huang, D O'Keefe, NA others","Journal of Geophysical Research: Atmospheres","121","10","5213--5236","2016","Wiley Online Library",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Evaluation of NPP-VIIRS nighttime light data for mapping global fossil fuel combustion CO 2 emissions: a comparison with DMSP-OLS nighttime light data","J Ou, X Liu, X Li, M Li, W Li","PloS one","10","9","e0138310","2015","Public Library of Science",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Toward consistency between bottom-up CO 2 emissions trends and top-down atmospheric measurements in the Los Angeles megacity.","S Newman, X Xu, KR Gurney, YK Hsu, KF Li, X Jiang, R Keeling, S Feng, D O'Keefe, R Patarasuk, NA others","Atmospheric Chemistry \& Physics Discussions","15","20",NA,"2015",NA,NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Urban high-resolution fossil fuel CO2 emissions quantification and exploration of emission drivers for potential policy applications","R Patarasuk, KR Gurney, D O’Keeffe, Y Song, J Huang, P Rao, M Buchert, JC Lin, D Mendoza, JR Ehleringer","Urban Ecosystems","19","3","1013--1039","2016","Springer",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Mapping the carbon footprint of nations","K Kanemoto, D Moran, EG Hertwich","Environmental Science \& Technology","50","19","10512--10517","2016","ACS Publications",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Toward consistency between trends in bottom-up CO 2 emissions and top-down atmospheric measurements in the Los Angeles megacity","S Newman, X Xu, KR Gurney, YK Hsu, KF Li, X Jiang, R Keeling, S Feng, D O'Keefe, R Patarasuk, NA others","Atmospheric Chemistry and Physics","16","6","3843--3863","2016","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Los Angeles megacity: a high-resolution land--atmosphere modelling system for urban CO 2 emissions","S Feng, T Lauvaux, S Newman, P Rao, R Ahmadov, A Deng, LI D{\'\i}az-Isaac, RM Duren, ML Fischer, C Gerbig, NA others","Atmospheric Chemistry and Physics","16","14","9019--9045","2016","Copernicus GmbH",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"A comparison of five high-resolution spatially-explicit, fossil-fuel, carbon dioxide emission inventories for the United States","MG Hutchins, JD Colby, G Marland, E Marland","Mitigation and Adaptation Strategies for Global Change",NA,NA,"1--26","2016","Springer",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Greenhouse gas network design using backward Lagrangian particle dispersion modelling--Part 2: Sensitivity analyses and South African test case","A Nickless, T Ziehn, PJ Rayner, RJ Scholes, F Engelbrecht",NA,NA,NA,NA,"2014","European Geosciences Union (EGU)",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Sensitivity of simulated CO2 concentration to sub-annual variations in fossil fuel CO2 emissions","X Zhang, KR Gurney, P Rayner, D Baker, YP Liu","Atmos. Chem. Phys. Discuss","15",NA,"20679--20708","2015",NA,NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Monthly trends of methane emissions in Los Angeles from 2011 to 2015 inferred by CLARS-FTS observations","CK Wong, TJ Pongetti, T Oda, P Rao, KR Gurney, S Newman, RM Duren, CE Miller, YL Yung, SP Sander","Atmospheric Chemistry and Physics","16","20","13121--13130","2016","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Mapping Global Fossil Fuel Combustion CO 2 Emissions at High Resolution by Integrating Nightlight, Population Density, and Traffic Network Data","J Ou, X Liu, X Li, X Shi","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","9","4","1674--1684","2016","IEEE",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"A Database to Facilitate a Process-Oriented Approach to Urban Metabolism","T Ravalde, J Keirstead","Journal of Industrial Ecology",NA,NA,NA,"2016","Wiley Online Library",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Designing optimal greenhouse gas monitoring networks for Australia","T Ziehn, RM Law, PJ Rayner, G Roff","Geoscientific Instrumentation, Methods and Data Systems","5","1","1","2016","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Report for mission selection: CarbonSat-An earth explorer to observe greenhouse gases","H Bovensmann, H B{\""o}sch, D Brunner, P Ciais, D Crisp, H Dolman, G Hayman, S Houweling, L Lichtenberg",NA,NA,NA,NA,"2015","ESA Communications",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Sensitivity of simulated CO 2 concentration to regridding of global fossil fuel CO 2 emissions","X Zhang, KR Gurney, P Rayner, Y Liu, S Asefi-Najafabady","Geoscientific Model Development","7","6","2867--2874","2014","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Greenhouse gas network design using backward Lagrangian particle dispersion modelling \&ndash; Part 2: Sensitivity analyses and South African test case","M Uliasz","Atmos. Chem. Phys","1680",NA,"7324",NA,NA,NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Sensitivity of simulated CO 2 concentration to sub-annual variations in fossil fuel CO 2 emissions","X Zhang, KR Gurney, P Rayner, D Baker, Y Liu","Atmospheric Chemistry and Physics","16","4","1907--1918","2016","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Comparison between the Local Ensemble Transform Kalman Filter (LETKF) and 4D-Var in atmospheric CO2 flux inversion with the Goddard Earth Observing System-Chem model and the observation impact diagnostics from the LETKF","J Liu, KW Bowman, M Lee","Journal of Geophysical Research: Atmospheres","121","21",NA,"2016","Wiley Online Library",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Satellite observations to support monitoring of greenhouse gas emissions","DRSTEPHEN HARDWICK, DRHEATHER GRAVEN",NA,NA,NA,NA,"2016",NA,NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Potential of a geostationary geoCARB mission to estimate surface emissions of CO 2, CH 4 and CO in a polluted urban environment: case study Shanghai","DM O'Brien, IN Polonsky, SR Utembe, PJ Rayner","Atmospheric Measurement Techniques","9","9","4633","2016","Copernicus GmbH",NA,"Y"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Spatial and temporal disaggregation of anthropogenic CO2 emissions from the City of Cape Town","A Nickless, RJ Scholes, E Filby","South African Journal of Science","111","11-12","1--8","2015","Academy of Science of South Africa",NA,"N"
"A multiyear, global gridded fossil fuel CO2 emission data product: Evaluation and analysis of results","S Asefi-Najafabady, PJ Rayner, KR Gurney, A McRobert, Y Song, K Coltin, J Huang, C Elvidge, K Baugh","Journal of Geophysical Research: Atmospheres","119","17","2014",NA,NA,NA,NA,"Embodied carbon in China’s foreign trade: An online SCI-E and SSCI based literature review","Z Zhang, Y Zhao, B Su, Y Zhang, S Wang, Y Liu, H Li","Renewable and Sustainable Energy Reviews","68",NA,"492--510","2017","Elsevier",NA,"N"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Urbanization and the carbon cycle: Current capabilities and research outlook from the natural sciences perspective","LR Hutyra, R Duren, KR Gurney, N Grimm, EA Kort, E Larson, G Shrestha","Earth's Future","2","10","473--495","2014","Wiley Online Library",NA,"Y"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Area fluxes of carbon dioxide, methane, and carbon monoxide derived from airborne measurements around Greater London: A case study during summer 2012","SJ O'Shea, G Allen, ZL Fleming, SJB Bauguitte, CJ Percival, MW Gallagher, J Lee, C Helfter, E Nemitz","Journal of Geophysical Research: Atmospheres","119","8","4940--4952","2014","Wiley Online Library",NA,"N"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Aircraft-based measurements of point source methane emissions in the Barnett Shale basin","TN Lavoie, PB Shepson, MOL Cambaliza, BH Stirm, A Karion, C Sweeney, TI Yacovitch, SC Herndon, X Lan, D Lyon","Environmental science \& technology","49","13","7904--7913","2015","ACS Publications",NA,"Y"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Quantification and source apportionment of the methane emission flux from the city of Indianapolis","MOL Cambaliza, PB Shepson, J Bogner, DR Caulton, B Stirm, C Sweeney, SA Montzka, KR Gurney, K Spokas, OE Salmon, NA others","Elementa","3",NA,NA,"2015","University of California Press",NA,"Y"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Determining air pollutant emission rates based on mass balance using airborne measurement data over the Alberta oil sands operations","M Gordon, SM Li, R Staebler, A Darlington, K Hayden, J O'Brien, M Wolde","Atmospheric Measurement Techniques","8","9","3745--3765","2015","Copernicus GmbH",NA,"N"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Methane and carbon dioxide fluxes and their regional scalability for the European Arctic wetlands during the MAMM project in summer 2012","SJ O'Shea, G Allen, MW Gallagher, K Bower, SM Illingworth, JBA Muller, BT Jones, CJ Percival, S Bauguitte, M Cain, NA others","Atmospheric Chemistry and Physics","14","23","13159--13174","2014","Copernicus GmbH",NA,"Y"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Ammonia and methane dairy emission plumes in the San Joaquin Valley of California from individual feedlot to regional scales","DJ Miller, K Sun, L Tao, D Pan, MA Zondlo, JB Nowak, Z Liu, G Diskin, G Sachse, A Beyersdorf, NA others","Journal of Geophysical Research: Atmospheres","120","18","9718--9738","2015","Wiley Online Library",NA,"Y"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"High-resolution atmospheric inversion of urban CO2 emissions during the dormant season of the Indianapolis Flux Experiment (INFLUX)","T Lauvaux, NL Miles, A Deng, SJ Richardson, MO Cambaliza, KJ Davis, B Gaudet, KR Gurney, J Huang, D O'Keefe, NA others","Journal of Geophysical Research: Atmospheres","121","10","5213--5236","2016","Wiley Online Library",NA,"Y"
"Assessment of uncertainties of an aircraft-based mass balance approach for quantifying urban greenhouse gas emissions","MOL Cambaliza, PB Shepson, DR Caulton, B Stirm, D Samarov, KR Gurney, J Turnbull, KJ Davis, A Possolo, A Karion, NA others","Atmospheric Chemistry and Physics","14","17","2014","9029--9050","Copernicus GmbH",NA,NA,"Seasonally varying contributions to urban CO 2 in the Chicago, Illinois, USA region: Insights from a high-resolution CO 2 concentration and $\delta$ 13 C record","J Moore, AD Jacobson","Elementa","3",NA,NA,"2015","University of California Press",NA,"N"
